label,review
1,you cant either pussy all talk no action threats accusations hypocrisy and cowardice typical kike rat
1,i love my little cricket nigger
0,will this stop uk moslem overbreeding perhaps from <date> child tax credit worth up to <money> per child per year will now only be paid for the first two children in any family
0,the white bitch in the middle sealed the deal
0,the bride is a gold digging nigger whore
0,yeah sure sperg take your kike shill bullshit somewhere else
0,who the fuck is goatfucker hamed halts maul du beschissener hinterlader
0,amber rose new bd look like a dyke
1,again why the left feel compelled to indulge their derangement into politics is beyond me she obviously has no skill in art so next best thing is to draw attention to herself in the name of art she is hollywood in a dyke persona
1,keep telling us how bored we are hymie
0,shes a fat kike lol
0,dykes and faggots are mentally ill perverts believe it one dyke is usually the masculine male dyke and the other is its wife hahahahahahahaha idiots
0,because i am not a burgernat like you go play kike in the oven
0,note no nigger was harmed during the making of this film
0,neither are on our side especially that rat kike shapiro he a never trump shadowcon
0,the biggest enemy u have is yourself in ulster it the sf pan catholic front demanding abortion liberalisation homo faggot rights skank equality the prod dup are the social conservatives resisting this jew marxist attack as for shitskin immigration u should give a fuck
0,mudder theresa may is a useless mudshark and no mistake
1,spread you bitches like a butter knife
0,do not be aggressive says the nigger mandela fuck that
0,we need to stop all id to the nigger nations le the sub humans fend for themselves let mother nature cull the feral herds nothing better than niggers getting rid of niggers
0,yes the bear and eagle imagination equivalent to a nigger
0,wakanda forever niggers
0,it not safe for muzzies lee lee deus vult
1,chimmy ching chong great wall
1,ching chong ching chong you <number>
1,ching chong
1,ew you kpoop ching chong stan and biackp nk ew yikes disgustang
0,when the beaner army rushes the border will trump have the stomach to order troops to fire on them
0,i think it time for another hindu kush only thing the muzzies ever did that was worth a shit was genocide about <number> mil of coethnics i have been in some valleys full of skulls up there beautiful
1,lmao the fucking lying slut
0,nigel farage edward the th the brits should crown nigel before nignog babies inherit the throne
1,let it go if the hoe want hoe than let it go
1,like this is the same bitch who refuses to let the owner give me the raise and position he promised me bc she does not want me to make that much money words from her mouth same bitch who buys new designer bags and dogs like it nothing
0,mead mutton and a proper medieval mace ball we can take a roman bath afterwards as if you do not wash greasy kike blood off within a certain period of time the parasites they carry are very hard to dislodge <wink>
1,twitter really be therapeutic fr yal niggers are hilarious in moments of sadness
